transaction_id,user_id,timestamp,direction,amount_eur,currency,transaction_type,merchant_name,merchant_category,merchant_country,channel,entry_mode,device_id,ip_country,is_international,is_recurring,recurring_name,beneficiary_id,is_fraud,fraud_type,user_home_city,hour,day_of_week,is_weekend,home_country,home_city,employment_status,segment,has_2fa,credit_score,risk_profile,merchant_seen_before,device_seen_before,potential_loss_eur,review_cost_eur,fraud_loss_eur
T0000030,U00004,2026-03-26T09:11:00+01:00,credit,3556.89,EUR,INCOMING,Salary / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00004-DEV1,DE,0,1,Salary / Incoming Transfer,none,0,none,,9,3,0,DE,Leipzig,employed,Mass,1,709,low,1,1,0.0,2.5,0.0
T0000031,U00004,2026-01-02T10:17:00+01:00,debit,729.55,EUR,DIRECT_DEBIT,Wohnbau GmbH,rent,DE,direct_debit,not_applicable,U00004-DEV1,DE,0,1,Rent,none,0,none,,10,4,0,DE,Leipzig,employed,Mass,1,709,low,0,1,729.55,2.5,0.0
T0000032,U00004,2026-02-02T10:49:00+01:00,debit,762.81,EUR,DIRECT_DEBIT,Wohnbau GmbH,rent,DE,direct_debit,not_applicable,U00004-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Leipzig,employed,Mass,1,709,low,1,1,762.81,2.5,0.0
T0000033,U00004,2026-03-02T10:55:00+01:00,debit,699.93,EUR,DIRECT_DEBIT,Wohnbau GmbH,rent,DE,direct_debit,not_applicable,U00004-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Leipzig,employed,Mass,1,709,low,1,1,699.93,2.5,0.0
T0000034,U00004,2026-01-10T10:10:00+01:00,debit,113.86,EUR,DIRECT_DEBIT,Gas & Strom Direkt,utilities,DE,direct_debit,not_applicable,U00004-DEV1,DE,0,1,Electricity,none,0,none,,10,5,1,DE,Leipzig,employed,Mass,1,709,low,1,1,113.86,2.5,0.0
T0000035,U00004,2026-02-10T10:10:00+01:00,debit,87.83,EUR,DIRECT_DEBIT,Wasserbetrieb Berlin,utilities,DE,direct_debit,not_applicable,U00004-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Leipzig,employed,Mass,1,709,low,1,1,87.83,2.5,0.0
T0000036,U00004,2026-03-10T10:23:00+01:00,debit,60.19,EUR,DIRECT_DEBIT,Gas & Strom Direkt,utilities,DE,direct_debit,not_applicable,U00004-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Leipzig,employed,Mass,1,709,low,1,1,60.19,2.5,0.0
T0000037,U00004,2026-01-20T10:54:00+01:00,debit,13.86,EUR,CARD,GymFit,subscription,DE,card,chip,U00004-DEV1,DE,0,1,Streaming,none,0,none,,10,1,0,DE,Leipzig,employed,Mass,1,709,low,0,1,13.86,2.5,0.0
T0000038,U00004,2026-02-20T10:24:00+01:00,debit,16.11,EUR,CARD,CloudDrive Pro,subscription,US,card,chip,U00004-DEV1,DE,1,1,Streaming,none,0,none,,10,4,0,DE,Leipzig,employed,Mass,1,709,low,1,1,16.11,2.5,0.0
T0000039,U00004,2026-03-20T10:45:00+01:00,debit,17.23,EUR,CARD,StreamFlix,subscription,IE,card,chip,U00004-DEV1,DE,1,1,Streaming,none,0,none,,10,4,0,DE,Leipzig,employed,Mass,1,709,low,1,1,17.23,2.5,0.0
T0000040,U00004,2026-01-06T10:41:00+01:00,debit,30.23,EUR,DIRECT_DEBIT,MusicBox,subscription,LU,direct_debit,not_applicable,U00004-DEV1,DE,1,1,Gym,none,0,none,,10,1,0,DE,Leipzig,employed,Mass,1,709,low,0,1,30.23,2.5,0.0
T0000041,U00004,2026-02-06T10:33:00+01:00,debit,23.62,EUR,DIRECT_DEBIT,StreamFlix,subscription,IE,direct_debit,not_applicable,U00004-DEV1,DE,1,1,Gym,none,0,none,,10,4,0,DE,Leipzig,employed,Mass,1,709,low,0,1,23.62,2.5,0.0
T0000042,U00004,2026-03-06T10:33:00+01:00,debit,27.82,EUR,DIRECT_DEBIT,GymFit,subscription,DE,direct_debit,not_applicable,U00004-DEV1,DE,0,1,Gym,none,0,none,,10,4,0,DE,Leipzig,employed,Mass,1,709,low,1,1,27.82,2.5,0.0
T0000043,U00005,2026-01-23T09:18:00+01:00,credit,837.8,EUR,INCOMING,Scholarship / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00005-DEV1,DE,0,1,Scholarship / Incoming Transfer,none,0,none,,9,4,0,DE,Stuttgart,student,Student,1,674,medium,0,1,0.0,2.5,0.0
T0000044,U00005,2026-02-28T09:34:00+01:00,credit,805.8,EUR,INCOMING,Scholarship / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00005-DEV1,DE,0,1,Scholarship / Incoming Transfer,none,0,none,,9,5,1,DE,Stuttgart,student,Student,1,674,medium,1,1,0.0,2.5,0.0
T0000045,U00005,2026-03-28T09:03:00+01:00,credit,809.49,EUR,INCOMING,Scholarship / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00005-DEV1,DE,0,1,Scholarship / Incoming Transfer,none,0,none,,9,5,1,DE,Stuttgart,student,Student,1,674,medium,1,1,0.0,2.5,0.0
T0000046,U00005,2026-01-02T10:20:00+01:00,debit,772.99,EUR,DIRECT_DEBIT,Hausverwaltung Lindenhof,rent,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Rent,none,0,none,,10,4,0,DE,Stuttgart,student,Student,1,674,medium,0,1,772.99,2.5,0.0
T0000047,U00005,2026-02-02T10:09:00+01:00,debit,605.84,EUR,DIRECT_DEBIT,Mietservice Sonnenallee,rent,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Stuttgart,student,Student,1,674,medium,0,1,605.84,2.5,0.0
T0000048,U00005,2026-03-02T10:17:00+01:00,debit,758.25,EUR,DIRECT_DEBIT,Mietservice Sonnenallee,rent,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Stuttgart,student,Student,1,674,medium,1,1,758.25,2.5,0.0
T0000049,U00005,2026-01-10T10:14:00+01:00,debit,60.3,EUR,DIRECT_DEBIT,Stadtwerke Energie,utilities,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Electricity,none,0,none,,10,5,1,DE,Stuttgart,student,Student,1,674,medium,1,1,60.3,2.5,0.0
T0000050,U00005,2026-02-10T10:15:00+01:00,debit,76.62,EUR,DIRECT_DEBIT,Stadtwerke Energie,utilities,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Stuttgart,student,Student,1,674,medium,1,1,76.62,2.5,0.0
T0000051,U00005,2026-03-10T10:56:00+01:00,debit,74.0,EUR,DIRECT_DEBIT,Stadtwerke Energie,utilities,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Stuttgart,student,Student,1,674,medium,1,1,74.0,2.5,0.0
T0000052,U00005,2026-01-14T10:52:00+01:00,debit,53.68,EUR,DIRECT_DEBIT,NetConnect Mobile,phone_internet,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,2,0,DE,Stuttgart,student,Student,1,674,medium,0,1,53.68,2.5,0.0
T0000053,U00005,2026-02-14T10:52:00+01:00,debit,48.25,EUR,DIRECT_DEBIT,FiberHome Internet,phone_internet,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,5,1,DE,Stuttgart,student,Student,1,674,medium,0,1,48.25,2.5,0.0
T0000054,U00005,2026-03-14T10:49:00+01:00,debit,36.05,EUR,DIRECT_DEBIT,FiberHome Internet,phone_internet,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,5,1,DE,Stuttgart,student,Student,1,674,medium,1,1,36.05,2.5,0.0
T0000055,U00005,2026-01-20T10:23:00+01:00,debit,14.99,EUR,CARD,GymFit,subscription,DE,card,chip,U00005-DEV1,DE,0,1,Streaming,none,0,none,,10,1,0,DE,Stuttgart,student,Student,1,674,medium,1,1,14.99,2.5,0.0
T0000056,U00005,2026-02-20T10:41:00+01:00,debit,14.77,EUR,CARD,StreamFlix,subscription,IE,card,chip,U00005-DEV1,DE,1,1,Streaming,none,0,none,,10,4,0,DE,Stuttgart,student,Student,1,674,medium,1,1,14.77,2.5,0.0
T0000057,U00005,2026-03-20T10:23:00+01:00,debit,10.09,EUR,CARD,CloudDrive Pro,subscription,US,card,chip,U00005-DEV1,DE,1,1,Streaming,none,0,none,,10,4,0,DE,Stuttgart,student,Student,1,674,medium,1,1,10.09,2.5,0.0
T0000058,U00005,2026-01-06T10:42:00+01:00,debit,37.68,EUR,DIRECT_DEBIT,CloudDrive Pro,subscription,US,direct_debit,not_applicable,U00005-DEV1,DE,1,1,Gym,none,0,none,,10,1,0,DE,Stuttgart,student,Student,1,674,medium,0,1,37.68,2.5,0.0
T0000059,U00005,2026-02-06T10:53:00+01:00,debit,38.84,EUR,DIRECT_DEBIT,MusicBox,subscription,LU,direct_debit,not_applicable,U00005-DEV1,DE,1,1,Gym,none,0,none,,10,4,0,DE,Stuttgart,student,Student,1,674,medium,0,1,38.84,2.5,0.0
T0000060,U00005,2026-03-06T10:10:00+01:00,debit,30.75,EUR,DIRECT_DEBIT,GymFit,subscription,DE,direct_debit,not_applicable,U00005-DEV1,DE,0,1,Gym,none,0,none,,10,4,0,DE,Stuttgart,student,Student,1,674,medium,1,1,30.75,2.5,0.0
T0000061,U00006,2026-01-25T09:58:00+01:00,credit,3731.72,EUR,INCOMING,Salary / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00006-DEV1,DE,0,1,Salary / Incoming Transfer,none,0,none,,9,6,1,DE,Hamburg,employed,Mass,1,569,medium,0,1,0.0,2.5,0.0
T0000062,U00006,2026-02-25T09:31:00+01:00,credit,3765.17,EUR,INCOMING,Salary / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00006-DEV1,DE,0,1,Salary / Incoming Transfer,none,0,none,,9,2,0,DE,Hamburg,employed,Mass,1,569,medium,1,1,0.0,2.5,0.0
T0000063,U00006,2026-03-24T09:30:00+01:00,credit,3553.45,EUR,INCOMING,Salary / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00006-DEV1,DE,0,1,Salary / Incoming Transfer,none,0,none,,9,1,0,DE,Hamburg,employed,Mass,1,569,medium,1,1,0.0,2.5,0.0
T0000064,U00006,2026-01-02T10:25:00+01:00,debit,535.69,EUR,DIRECT_DEBIT,Hausverwaltung Lindenhof,rent,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Rent,none,0,none,,10,4,0,DE,Hamburg,employed,Mass,1,569,medium,0,1,535.69,2.5,0.0
T0000065,U00006,2026-02-02T10:50:00+01:00,debit,659.5,EUR,DIRECT_DEBIT,Wohnbau GmbH,rent,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Hamburg,employed,Mass,1,569,medium,0,1,659.5,2.5,0.0
T0000066,U00006,2026-03-02T10:09:00+01:00,debit,628.29,EUR,DIRECT_DEBIT,Mietservice Sonnenallee,rent,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Hamburg,employed,Mass,1,569,medium,0,1,628.29,2.5,0.0
T0000067,U00006,2026-01-10T10:53:00+01:00,debit,63.2,EUR,DIRECT_DEBIT,Stadtwerke Energie,utilities,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Electricity,none,0,none,,10,5,1,DE,Hamburg,employed,Mass,1,569,medium,1,1,63.2,2.5,0.0
T0000068,U00006,2026-02-10T10:11:00+01:00,debit,100.85,EUR,DIRECT_DEBIT,Wasserbetrieb Berlin,utilities,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Hamburg,employed,Mass,1,569,medium,1,1,100.85,2.5,0.0
T0000069,U00006,2026-03-10T10:33:00+01:00,debit,83.73,EUR,DIRECT_DEBIT,Stadtwerke Energie,utilities,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Hamburg,employed,Mass,1,569,medium,1,1,83.73,2.5,0.0
T0000070,U00006,2026-01-14T10:47:00+01:00,debit,44.39,EUR,DIRECT_DEBIT,TeleCom Billing,phone_internet,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,2,0,DE,Hamburg,employed,Mass,1,569,medium,0,1,44.39,2.5,0.0
T0000071,U00006,2026-02-14T10:15:00+01:00,debit,46.1,EUR,DIRECT_DEBIT,FiberHome Internet,phone_internet,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,5,1,DE,Hamburg,employed,Mass,1,569,medium,0,1,46.1,2.5,0.0
T0000072,U00006,2026-03-14T10:59:00+01:00,debit,45.45,EUR,DIRECT_DEBIT,TeleCom Billing,phone_internet,DE,direct_debit,not_applicable,U00006-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,5,1,DE,Hamburg,employed,Mass,1,569,medium,1,1,45.45,2.5,0.0
T0000073,U00006,2026-01-06T10:32:00+01:00,debit,27.67,EUR,DIRECT_DEBIT,StreamFlix,subscription,IE,direct_debit,not_applicable,U00006-DEV1,DE,1,1,Gym,none,0,none,,10,1,0,DE,Hamburg,employed,Mass,1,569,medium,0,1,27.67,2.5,0.0
T0000074,U00006,2026-02-06T10:51:00+01:00,debit,24.86,EUR,DIRECT_DEBIT,MusicBox,subscription,LU,direct_debit,not_applicable,U00006-DEV1,DE,1,1,Gym,none,0,none,,10,4,0,DE,Hamburg,employed,Mass,1,569,medium,1,1,24.86,2.5,0.0
T0000075,U00006,2026-03-06T10:10:00+01:00,debit,29.85,EUR,DIRECT_DEBIT,StreamFlix,subscription,IE,direct_debit,not_applicable,U00006-DEV1,DE,1,1,Gym,none,0,none,,10,4,0,DE,Hamburg,employed,Mass,1,569,medium,1,1,29.85,2.5,0.0
T0000076,U00007,2026-01-26T09:24:00+01:00,credit,3166.13,EUR,INCOMING,Salary / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00007-DEV1,DE,0,1,Salary / Incoming Transfer,none,0,none,,9,0,0,DE,Stuttgart,self_employed,Affluent,1,614,low,0,1,0.0,2.5,0.0
T0000077,U00007,2026-02-28T09:47:00+01:00,credit,3032.4,EUR,INCOMING,Salary / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00007-DEV1,DE,0,1,Salary / Incoming Transfer,none,0,none,,9,5,1,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,0.0,2.5,0.0
T0000078,U00007,2026-03-27T09:26:00+01:00,credit,2831.58,EUR,INCOMING,Salary / Incoming Transfer,income,DE,bank_transfer,not_applicable,U00007-DEV1,DE,0,1,Salary / Incoming Transfer,none,0,none,,9,4,0,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,0.0,2.5,0.0
T0000079,U00007,2026-01-02T10:39:00+01:00,debit,718.58,EUR,DIRECT_DEBIT,Mietservice Sonnenallee,rent,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Rent,none,0,none,,10,4,0,DE,Stuttgart,self_employed,Affluent,1,614,low,0,1,718.58,2.5,0.0
T0000080,U00007,2026-02-02T10:18:00+01:00,debit,716.83,EUR,DIRECT_DEBIT,Mietservice Sonnenallee,rent,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,716.83,2.5,0.0
T0000081,U00007,2026-03-02T10:56:00+01:00,debit,666.87,EUR,DIRECT_DEBIT,Hausverwaltung Lindenhof,rent,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Rent,none,0,none,,10,0,0,DE,Stuttgart,self_employed,Affluent,1,614,low,0,1,666.87,2.5,0.0
T0000082,U00007,2026-01-10T10:40:00+01:00,debit,82.21,EUR,DIRECT_DEBIT,Gas & Strom Direkt,utilities,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Electricity,none,0,none,,10,5,1,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,82.21,2.5,0.0
T0000083,U00007,2026-02-10T10:59:00+01:00,debit,80.44,EUR,DIRECT_DEBIT,Stadtwerke Energie,utilities,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,80.44,2.5,0.0
T0000084,U00007,2026-03-10T10:47:00+01:00,debit,74.09,EUR,DIRECT_DEBIT,Stadtwerke Energie,utilities,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Electricity,none,0,none,,10,1,0,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,74.09,2.5,0.0
T0000085,U00007,2026-01-14T10:02:00+01:00,debit,39.1,EUR,DIRECT_DEBIT,NetConnect Mobile,phone_internet,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,2,0,DE,Stuttgart,self_employed,Affluent,1,614,low,0,1,39.1,2.5,0.0
T0000086,U00007,2026-02-14T10:21:00+01:00,debit,38.3,EUR,DIRECT_DEBIT,NetConnect Mobile,phone_internet,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,5,1,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,38.3,2.5,0.0
T0000087,U00007,2026-03-14T10:30:00+01:00,debit,41.38,EUR,DIRECT_DEBIT,NetConnect Mobile,phone_internet,DE,direct_debit,not_applicable,U00007-DEV1,DE,0,1,Internet/Phone,none,0,none,,10,5,1,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,41.38,2.5,0.0
T0000088,U00007,2026-01-20T10:08:00+01:00,debit,16.12,EUR,CARD,GymFit,subscription,DE,card,chip,U00007-DEV1,DE,0,1,Streaming,none,0,none,,10,1,0,DE,Stuttgart,self_employed,Affluent,1,614,low,0,1,16.12,2.5,0.0
T0000089,U00007,2026-02-20T10:06:00+01:00,debit,13.53,EUR,CARD,StreamFlix,subscription,IE,card,chip,U00007-DEV1,DE,1,1,Streaming,none,0,none,,10,4,0,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,13.53,2.5,0.0
T0000090,U00007,2026-03-20T10:21:00+01:00,debit,7.8,EUR,CARD,GymFit,subscription,DE,card,chip,U00007-DEV1,DE,0,1,Streaming,none,0,none,,10,4,0,DE,Stuttgart,self_employed,Affluent,1,614,low,1,1,7.8,2.5,0.0
