user_id,age,employment_status,segment,home_country,home_city,account_open_date,account_age_days,has_2fa,device_count,credit_score,risk_profile,kyc_tier,monthly_income_eur,avg_monthly_spend_eur
U00053,35,employed,Mass,NL,Cologne,2026-01-15,75,1,1,619,medium,enhanced,3173.94,2677.22
U00054,25,employed,Mass,DE,Stuttgart,2025-05-15,320,0,1,684,high,standard,4301.89,3321.86
U00055,33,employed,Mass,ES,Cologne,2024-04-21,709,1,2,607,medium,standard,2012.74,1702.32
U00056,23,employed,Mass,DE,Leipzig,2024-04-11,719,0,2,671,medium,standard,2313.2,2100.98
U00057,43,self_employed,Affluent,DE,Hamburg,2024-12-19,467,1,1,553,low,basic,1929.92,1126.93
U00058,35,unemployed,Mass,DE,Leipzig,2026-03-17,14,1,2,649,low,standard,699.32,640.66
U00059,19,student,Student,DE,Berlin,2025-02-08,416,1,1,617,medium,standard,357.81,304.42
U00060,28,student,Student,DE,Hamburg,2023-12-14,838,1,1,698,medium,standard,1045.33,700.11
U00061,50,employed,Mass,DE,Munich,2023-06-20,1015,0,1,659,low,standard,2326.54,2037.72
U00062,24,employed,Mass,NL,Munich,2025-01-09,446,1,1,642,high,standard,3947.26,3686.38
U00063,20,employed,Mass,DE,Berlin,2024-10-29,518,1,1,736,low,basic,4054.09,3361.96
U00064,27,employed,Mass,DE,Munich,2024-12-27,459,1,2,712,medium,basic,1562.52,1067.57
U00065,28,student,Student,NL,Cologne,2024-06-22,647,1,1,580,medium,basic,1218.56,693.88
U00066,29,student,Student,DE,Leipzig,2023-12-06,846,1,2,686,low,basic,383.04,305.69
U00067,18,student,Student,DE,Munich,2025-09-12,200,0,1,777,low,standard,954.01,875.32
U00068,45,employed,Mass,DE,Frankfurt,2023-06-21,1014,0,1,721,medium,standard,3598.91,2436.66
U00069,29,student,Student,DE,Leipzig,2024-07-03,636,1,1,770,medium,standard,1422.72,854.22
U00070,32,employed,Mass,DE,Hamburg,2023-11-03,879,0,1,666,low,enhanced,2912.59,2647.31
U00071,27,student,Student,DE,Munich,2024-11-23,493,1,2,700,medium,standard,1298.5,834.3
U00072,21,employed,Mass,DE,Frankfurt,2024-11-27,489,1,1,692,medium,standard,1531.37,1099.08
U00073,31,employed,Mass,DE,Berlin,2024-06-26,643,1,2,688,low,standard,1646.63,1023.18
U00074,31,student,Student,FR,Leipzig,2024-11-21,495,1,1,558,medium,standard,1374.97,1158.35
U00075,25,self_employed,Affluent,DE,Cologne,2025-02-12,412,0,2,650,low,standard,6457.59,4525.85
U00076,30,student,Student,IT,Berlin,2025-02-22,402,1,1,721,low,standard,778.59,489.5
U00077,32,employed,Mass,DE,Leipzig,2024-10-30,517,1,2,709,low,basic,2992.38,1978.7
U00078,25,employed,Mass,DE,Berlin,2024-09-14,563,1,1,686,medium,enhanced,818.86,486.63
U00079,28,self_employed,Affluent,DE,Hamburg,2024-06-20,649,0,1,603,high,basic,5467.42,4216.25
U00080,21,employed,Mass,FR,Leipzig,2025-06-21,283,1,1,672,low,standard,1951.45,1304.37
U00081,27,student,Student,DE,Berlin,2024-09-11,566,0,1,793,high,basic,573.31,356.48
U00082,23,employed,Mass,DE,Leipzig,2026-03-17,14,0,1,756,medium,basic,2550.3,2361.6
U00083,45,employed,Mass,AT,Hamburg,2024-04-20,710,1,1,656,low,basic,4181.84,3894.47
U00084,18,student,Student,DE,Cologne,2024-04-04,726,1,1,721,high,standard,1370.11,973.02
U00085,32,employed,Mass,DE,Leipzig,2025-07-05,269,1,2,697,high,standard,4407.6,3824.84
U00086,32,student,Student,AT,Stuttgart,2026-03-10,21,0,1,609,medium,basic,860.46,494.61
U00087,28,employed,Mass,DE,Cologne,2025-03-13,383,0,1,610,medium,standard,1341.47,991.5
U00088,31,employed,Mass,DE,Munich,2025-01-30,425,0,2,707,medium,enhanced,2368.93,1589.53
U00089,28,employed,Mass,DE,Leipzig,2024-10-30,517,1,1,677,high,standard,2097.78,1496.27
U00090,32,employed,Mass,DE,Leipzig,2023-04-08,1088,1,1,715,low,standard,2349.18,2100.76
U00091,26,student,Student,DE,Munich,2024-02-16,774,1,1,690,high,basic,212.22,200.0
U00092,28,student,Student,DE,Berlin,2025-04-26,339,0,1,682,medium,basic,949.51,754.0
U00093,20,employed,Mass,ES,Leipzig,2025-04-30,335,1,1,676,low,basic,3496.85,3102.86
U00094,27,employed,Mass,AT,Leipzig,2024-05-04,696,1,1,587,low,standard,3030.18,2376.83
U00095,39,student,Student,DE,Frankfurt,2024-11-06,510,1,1,605,medium,standard,881.09,525.38
U00096,20,student,Student,CZ,Leipzig,2024-07-07,632,1,1,838,high,enhanced,897.06,777.12
U00097,18,employed,Mass,IT,Munich,2023-12-10,842,1,2,653,medium,standard,3098.4,2933.62
U00098,33,unemployed,Mass,DE,Frankfurt,2024-03-24,737,1,1,737,low,basic,320.8,277.49
U00099,36,employed,Mass,NL,Stuttgart,2024-09-07,570,0,1,600,high,basic,4147.05,2535.55
U00100,33,student,Student,DE,Hamburg,2022-12-04,1213,1,1,655,low,standard,915.54,557.33
U00101,22,student,Student,NL,Cologne,2024-11-10,506,1,1,747,low,standard,951.33,700.06
U00102,24,employed,Mass,DE,Cologne,2023-09-12,931,1,1,698,low,basic,3102.46,2935.41
U00103,29,self_employed,Affluent,DE,Munich,2025-02-23,401,0,1,522,low,basic,3218.09,2715.71
U00104,51,employed,Mass,DE,Cologne,2024-11-21,495,1,1,648,medium,standard,1802.36,1537.71
U00105,32,employed,Mass,DE,Munich,2024-10-12,535,1,1,721,medium,basic,1385.97,1258.19
U00106,27,employed,Mass,DE,Hamburg,2022-09-24,1284,1,2,654,low,basic,1549.2,1273.15
U00107,24,student,Student,DE,Hamburg,2025-09-07,205,1,2,630,low,standard,1748.57,1146.93
U00108,27,self_employed,Affluent,DE,Munich,2026-01-05,85,1,2,587,low,standard,5587.43,4758.87
U00109,20,employed,Mass,DE,Munich,2025-05-04,331,1,1,635,medium,standard,1664.95,1247.81
U00110,21,student,Student,DE,Stuttgart,2025-10-23,159,1,2,707,low,standard,1539.26,1098.21
U00111,18,employed,Mass,DE,Hamburg,2024-06-15,654,1,2,728,medium,standard,2102.07,1425.8
U00112,44,student,Student,DE,Stuttgart,2024-10-26,521,1,1,675,low,standard,909.58,801.08
U00113,42,unemployed,Mass,DE,Berlin,2025-05-23,312,1,1,692,medium,basic,1136.02,880.49
U00114,18,employed,Mass,AT,Frankfurt,2024-10-16,531,1,1,673,medium,standard,5103.86,3960.75
U00115,18,employed,Mass,DE,Cologne,2025-10-09,173,0,1,575,medium,basic,2958.83,2070.55
U00116,35,employed,Mass,NL,Leipzig,2025-02-17,407,0,1,610,low,standard,1602.0,1390.38
U00117,45,student,Student,DE,Frankfurt,2025-05-09,326,1,1,580,medium,basic,942.21,751.4
U00118,31,student,Student,DE,Hamburg,2023-11-09,873,1,2,714,low,basic,1044.53,912.49
U00119,53,employed,Mass,DE,Frankfurt,2025-11-04,147,1,1,695,low,standard,5440.83,3080.38
U00120,28,student,Student,DE,Frankfurt,2022-10-12,1266,0,1,592,low,basic,1113.16,850.41
U00121,25,student,Student,DE,Frankfurt,2025-12-10,111,0,1,721,low,basic,1415.02,1269.16
U00122,36,self_employed,Affluent,FR,Hamburg,2024-08-01,607,0,1,668,medium,standard,4036.85,3789.48
U00123,27,employed,Mass,DE,Cologne,2025-09-21,191,1,1,744,low,standard,2160.9,1717.67
U00124,18,unemployed,Mass,DE,Cologne,2023-07-16,989,1,1,659,high,enhanced,552.8,338.01
U00125,31,employed,Mass,DE,Munich,2026-03-17,14,1,1,700,medium,standard,4287.03,2954.45
U00126,37,unemployed,Mass,DE,Cologne,2023-04-24,1072,1,2,656,medium,basic,704.39,577.0
U00127,35,self_employed,Affluent,DE,Leipzig,2024-11-08,508,1,1,617,medium,standard,2940.02,2786.92
U00128,23,student,Student,DE,Leipzig,2022-05-08,1423,1,1,756,medium,basic,1480.75,1345.56
U00129,28,employed,Mass,DE,Leipzig,2022-11-29,1218,1,1,663,medium,standard,3293.05,2696.16
U00130,33,employed,Mass,DE,Leipzig,2026-03-17,14,1,1,592,medium,basic,3020.43,1901.16
U00131,27,student,Student,AT,Munich,2024-03-07,754,0,1,646,low,basic,990.1,845.77
U00132,36,employed,Mass,DE,Stuttgart,2025-06-01,303,1,1,680,low,basic,1721.13,994.77
U00133,35,employed,Mass,NL,Frankfurt,2024-12-27,459,0,1,632,low,basic,3448.59,2229.07
U00134,30,student,Student,DE,Leipzig,2024-07-20,619,1,1,723,low,basic,699.79,524.27
U00135,18,self_employed,Affluent,FR,Frankfurt,2024-12-11,475,0,1,644,medium,basic,800.0,598.18
U00136,37,employed,Mass,DE,Stuttgart,2025-09-26,186,1,2,612,medium,standard,4568.01,4138.43
U00137,41,self_employed,Affluent,DE,Leipzig,2026-03-17,14,1,1,621,low,basic,2513.49,2336.83
U00138,23,student,Student,FR,Munich,2024-08-15,593,1,1,718,low,enhanced,664.2,581.7
U00139,30,employed,Mass,DE,Hamburg,2024-10-12,535,1,1,671,medium,standard,1301.04,826.46
U00140,18,student,Student,DE,Stuttgart,2024-11-22,494,1,2,660,medium,basic,382.68,267.35
U00141,18,self_employed,Affluent,DE,Cologne,2024-06-08,661,1,1,626,high,standard,3957.9,2566.11
U00142,39,employed,Mass,AT,Hamburg,2024-07-25,614,1,1,651,medium,basic,2660.55,2317.57
U00143,29,unemployed,Mass,DE,Berlin,2025-07-23,251,1,2,844,medium,standard,823.22,663.27
U00144,30,self_employed,Affluent,DE,Munich,2026-01-14,76,0,1,765,low,standard,2353.85,2010.15
U00145,18,employed,Mass,NL,Munich,2026-03-17,14,0,1,657,medium,standard,3613.23,2331.75
U00146,39,employed,Mass,DE,Stuttgart,2025-03-03,393,0,1,639,low,standard,2639.91,1651.03
U00147,30,unemployed,Mass,PL,Berlin,2025-06-29,275,1,1,663,medium,enhanced,717.19,645.63
U00148,28,unemployed,Mass,NL,Leipzig,2023-09-28,915,0,1,697,medium,standard,759.36,669.63
U00149,24,employed,Mass,DE,Stuttgart,2024-11-30,486,1,1,708,medium,basic,3860.36,2201.77
U00150,24,student,Student,FR,Frankfurt,2024-07-22,617,1,1,642,low,basic,555.22,463.05
U00151,46,employed,Mass,AT,Stuttgart,2026-03-17,14,1,1,731,high,standard,3605.09,2186.17
U00152,23,student,Student,IT,Cologne,2025-06-16,288,1,1,589,low,basic,1623.03,940.75
U00153,29,employed,Mass,NL,Leipzig,2025-04-22,343,0,1,668,medium,standard,3906.09,2879.02
U00154,30,student,Student,NL,Frankfurt,2025-07-29,245,1,1,700,low,standard,748.05,640.34
U00155,23,student,Student,DE,Cologne,2022-05-30,1401,1,1,735,medium,standard,589.25,355.93
U00156,23,student,Student,DE,Frankfurt,2025-09-21,191,1,1,661,low,basic,1933.35,1246.67
U00157,18,employed,Mass,DE,Berlin,2025-12-08,113,1,1,687,medium,standard,4508.59,2609.3
U00158,20,employed,Mass,DE,Leipzig,2023-09-18,925,1,1,736,medium,basic,1075.83,591.95
U00159,26,employed,Mass,AT,Cologne,2024-04-22,708,1,1,636,low,standard,2565.13,1833.82
U00160,33,employed,Mass,DE,Leipzig,2024-06-25,644,1,1,727,high,basic,2892.17,1894.8
U00161,33,employed,Mass,CZ,Berlin,2025-09-07,205,0,2,716,low,standard,3641.17,2643.21
U00162,26,employed,Mass,CZ,Stuttgart,2024-09-04,573,1,2,602,medium,standard,3141.54,2240.95
U00163,29,student,Student,DE,Hamburg,2025-12-06,115,0,1,591,low,standard,815.41,551.66
U00164,26,student,Student,DE,Hamburg,2024-05-11,689,1,1,628,low,standard,461.06,335.6
U00165,31,student,Student,DE,Cologne,2023-11-11,871,1,1,710,medium,basic,753.37,632.77
U00166,18,student,Student,PL,Leipzig,2023-04-16,1080,1,1,755,low,basic,790.12,440.39
U00167,30,employed,Mass,DE,Munich,2026-03-17,14,1,1,731,medium,standard,2606.95,1666.97
U00168,24,employed,Mass,DE,Frankfurt,2024-02-15,775,0,1,734,high,basic,1623.0,900.47
U00169,21,employed,Mass,CZ,Munich,2025-05-30,305,1,1,494,medium,standard,4027.88,2462.78
U00170,38,self_employed,Affluent,DE,Stuttgart,2025-10-29,153,1,1,666,low,enhanced,4899.34,3037.21
U00171,40,student,Student,DE,Frankfurt,2025-08-08,235,0,1,668,medium,basic,503.88,329.12
U00172,25,student,Student,CZ,Stuttgart,2024-09-16,561,1,1,615,low,standard,1035.88,708.56
U00173,37,unemployed,Mass,DE,Hamburg,2025-01-18,437,1,1,634,high,standard,579.16,477.82
U00174,28,employed,Mass,DE,Leipzig,2023-01-02,1184,1,1,655,low,basic,1425.61,1155.5
U00175,33,employed,Mass,DE,Cologne,2025-01-26,429,0,1,671,medium,standard,3118.22,2145.12
U00176,32,unemployed,Mass,DE,Munich,2024-06-14,655,1,2,727,medium,basic,622.54,573.77
U00177,32,student,Student,DE,Hamburg,2023-07-14,991,1,2,737,low,standard,1168.99,867.29
U00178,28,unemployed,Mass,DE,Cologne,2024-04-09,721,1,1,668,low,standard,654.4,614.13
U00179,18,student,Student,DE,Leipzig,2025-04-13,352,0,1,682,medium,enhanced,1180.82,664.13
U00180,24,student,Student,DE,Stuttgart,2022-10-10,1268,1,1,687,low,standard,682.8,474.22
U00181,29,student,Student,DE,Munich,2024-05-21,679,1,1,596,low,basic,1154.09,1067.26
U00182,19,unemployed,Mass,DE,Munich,2024-12-12,474,1,1,686,medium,standard,939.37,521.96
U00183,18,student,Student,DE,Munich,2024-09-17,560,1,1,673,low,standard,200.0,200.0
U00184,18,employed,Mass,DE,Berlin,2025-06-04,300,0,1,716,medium,standard,3414.6,2922.57
U00185,29,employed,Mass,IT,Munich,2024-07-02,637,1,2,621,low,enhanced,1014.07,823.92
U00186,24,employed,Mass,AT,Cologne,2024-04-02,728,0,1,622,low,standard,3902.36,2560.28
U00187,29,self_employed,Affluent,DE,Berlin,2024-09-12,565,1,2,703,medium,standard,3557.97,2172.93
U00188,32,employed,Mass,DE,Stuttgart,2025-08-07,236,1,2,810,medium,enhanced,2513.32,1911.59
U00189,28,self_employed,Affluent,NL,Hamburg,2025-10-01,181,1,1,693,medium,basic,5004.85,2887.86
U00190,35,student,Student,DE,Frankfurt,2025-08-11,232,0,1,683,low,standard,1187.12,863.11
U00191,34,self_employed,Affluent,DE,Leipzig,2026-03-17,14,1,1,706,low,basic,2492.44,1684.6
U00192,26,student,Student,DE,Stuttgart,2024-02-21,769,0,1,673,medium,basic,819.31,561.72
U00193,18,self_employed,Affluent,DE,Leipzig,2024-01-06,815,1,1,641,low,standard,2203.39,1536.98
U00194,18,student,Student,DE,Stuttgart,2024-12-14,472,1,2,657,low,standard,981.78,770.7
U00195,32,student,Student,DE,Berlin,2022-12-02,1215,1,1,717,high,standard,646.75,388.46
U00196,23,self_employed,Affluent,DE,Stuttgart,2025-11-29,122,1,1,623,medium,standard,3951.45,3052.4
U00197,33,student,Student,FR,Leipzig,2024-10-22,525,1,1,764,low,basic,918.43,578.54
U00198,21,employed,Mass,CZ,Frankfurt,2025-07-17,257,1,1,699,low,standard,2839.83,2390.56
U00199,18,employed,Mass,AT,Munich,2024-03-12,749,1,1,689,low,standard,700.0,407.05
U00200,33,student,Student,DE,Cologne,2024-05-02,698,1,2,657,medium,enhanced,568.34,404.27
U00201,18,student,Student,DE,Hamburg,2023-08-15,959,1,1,550,medium,standard,1046.94,755.21
U00202,49,employed,Mass,FR,Stuttgart,2025-03-19,377,1,3,696,low,standard,4181.44,2410.85
U00203,26,student,Student,FR,Berlin,2025-04-13,352,0,1,504,medium,standard,1627.38,1220.97
U00204,36,student,Student,DE,Berlin,2025-01-25,430,1,1,673,medium,standard,1091.74,760.54
U00205,39,student,Student,DE,Hamburg,2024-08-04,604,1,1,701,medium,standard,1299.89,1155.69
U00206,28,student,Student,DE,Hamburg,2023-11-22,860,1,1,836,low,standard,1467.81,1251.21
U00207,20,student,Student,DE,Hamburg,2024-02-14,776,1,1,760,medium,standard,936.96,849.84
U00208,30,student,Student,DE,Frankfurt,2025-02-18,406,1,2,764,medium,enhanced,1118.12,832.83
U00209,21,self_employed,Affluent,DE,Stuttgart,2025-02-19,405,1,1,655,medium,basic,800.0,461.96
U00210,28,employed,Mass,DE,Cologne,2025-05-29,306,1,2,578,low,standard,1130.31,922.04
U00211,35,student,Student,AT,Hamburg,2024-12-16,470,1,1,616,medium,basic,724.53,568.08
U00212,31,employed,Mass,AT,Stuttgart,2024-06-19,650,1,1,704,medium,basic,2509.95,2256.94
U00213,18,employed,Mass,DE,Hamburg,2024-02-16,774,0,1,751,medium,standard,700.0,587.53
U00214,25,student,Student,DE,Frankfurt,2022-11-15,1232,1,1,796,high,standard,417.23,285.94
U00215,20,student,Student,DE,Leipzig,2024-11-26,490,1,1,611,low,basic,974.54,739.54
U00216,36,employed,Mass,DE,Leipzig,2025-04-29,336,1,1,642,high,standard,2456.52,2275.08
U00217,37,employed,Mass,DE,Leipzig,2024-12-05,481,1,1,555,low,standard,1592.23,1225.14
U00218,40,employed,Mass,DE,Frankfurt,2024-02-29,761,1,1,642,low,enhanced,1901.62,1526.08
U00219,26,unemployed,Mass,DE,Cologne,2024-11-20,496,1,2,683,low,basic,682.13,494.41
U00220,31,employed,Mass,DE,Frankfurt,2023-08-20,954,0,1,627,low,basic,5331.7,4305.33
